delist_date,name,code,market_name,reason,category
2017-01-16,ダルトン,7432,JQスタンダード,株式の併合,acquisition
2017-01-16,ＳＯＭＰＯケアメッセージ,2400,JQスタンダード,株式等売渡請求による取得,acquisition
2017-01-20,マネースクウェアＨＤ,8728,第一部,株式の併合,acquisition
2017-01-24,ミツミ電機,6767,第一部,ミネベアミツミの完全子会社化,acquisition
2017-01-30,エイチアンドエフ,6163,JQスタンダード,株式等売渡請求による取得,acquisition
2017-02-06,日本デジタル研究所,6935,第一部,株式等売渡請求による取得,acquisition
2017-02-10,アデランス,8170,第一部,株式の併合,acquisition
2017-02-24,インテア・ホールディングス,3734,マザーズ,光通信の完全子会社化,acquisition
2017-03-22,パナソニック　デバイスＳＵＮＸ,6860,第一部,パナソニックの完全子会社化,acquisition
2017-03-23,アコーディア・ゴルフ,2131,第一部,株式の併合,acquisition
2017-03-28,Ｔ＆Ｃメディカルサイエンス,3832,JQグロース,JASDAQ業績基準該当及び債務超過,failure
2017-03-29,東燃ゼネラル石油,5012,第一部,ＪＸＴＧホールディングスの完全子会社化,acquisition
2017-03-29,コカ・コーライーストジャパン,2580,第一部,コカ・コーラボトラーズジャパンの完全子会社化,acquisition
2017-04-26,イハラケミカル工業,4989,第一部,クミアイ化学工業に合併,acquisition
2017-04-26,攝津製油,2611,第二部,日清オイリオグループの完全子会社化,acquisition
2017-04-28,高木証券,8625,第二部,株式等売渡請求による取得,acquisition
2017-05-01,バンク・オブ・アメリカ・コーポレーション,8648,第一部（外国株）,申請による上場廃止,other
2017-05-02,ニッコウトラベル,9373,第二部,株式等売渡請求による取得,acquisition
2017-05-08,カルソニックカンセイ,7248,第一部,株式等売渡請求による取得,acquisition
2017-05-29,フード・プラネット,7853,第二部,内部管理体制等について改善がなされなかったと当取引所が認める場合,failure
2017-05-29,三浦印刷,7920,第二部,株式等売渡請求による取得,acquisition
2017-06-02,住友不動産販売,8870,第一部,株式等売渡請求による取得,acquisition
2017-06-28,ベスト電器,8175,第一部,ヤマダ電機の完全子会社化,acquisition
2017-07-06,丸栄,8245,第一部,株式等売渡請求による取得,acquisition
2017-07-24,日立工機,6581,第一部,株式の併合,acquisition
2017-07-27,タカタ,7312,第一部,民事再生手続き,failure
2017-07-27,ＴＡＳＡＫＩ,7968,第一部,スターダスト（非上場）に合併,acquisition
2017-07-27,日本コロムビア,6791,第一部,フェイスの完全子会社化,acquisition
2017-07-27,データリンクス,2145,JQスタンダード,ＤＴＳの完全子会社化,acquisition
2017-08-10,ＵＳＥＮ,4842,JQスタンダード,株式の併合,acquisition
2017-09-07,大林道路,1896,第一部,株式の併合,acquisition
2017-09-11,郷鉄工所,6397,第二部,有価証券報告書提出遅延,other
2017-09-27,日本無線,6751,第一部,日清紡ホールディングスの完全子会社化,acquisition
2017-09-27,パナホーム,1924,第一部,株式の併合,acquisition
2017-10-27,メガネスーパー,3318,JQスタンダード,ビジョナリーホールディングスの完全子会社化,acquisition
2017-11-28,山下医科器械,3022,第一部,ヤマシタヘルスケアホールディングスの完全子会社化,acquisition
2017-12-18,ゲンキー,2772,第一部,Ｇｅｎｋｙ ＤｒｕｇＳｔｏｒｅｓの完全子会社化,acquisition
2017-12-25,曽田香料,4965,JQスタンダード,株式の併合,acquisition
2017-12-27,ダンロップスポーツ,7825,第一部,住友ゴム工業に合併,acquisition
2017-12-29,技研興業,9764,第二部,技研ホールディングスの完全子会社化,acquisition
2018-01-23,富士機工,7260,第一部,株式等売渡請求による取得,acquisition
2018-01-29,富士通ビー・エス・シー,4793,JQスタンダード,富士通の完全子会社化,acquisition
2018-01-29,郵船ロジスティクス,9370,第一部,株式等売渡請求による取得,acquisition
2018-02-01,増田製粉所,2008,第二部,株式等売渡請求による取得,acquisition
2018-02-01,ポケットカード,8519,第一部,株式の併合,acquisition
2018-03-09,日立国際電気,6756,第一部,株式の併合,acquisition
2018-03-16,アサツー　ディ・ケイ,9747,第一部,株式の併合,acquisition
2018-03-16,黒田電気,7517,第一部,株式等売渡請求による取得,acquisition
2018-03-19,上原成商事,8148,第二部,株式の併合,acquisition
2018-03-20,鈴縫工業,1846,第二部,株式等売渡請求による取得,acquisition
2018-03-28,沖電線,5815,第一部,株式の併合,acquisition
2018-03-28,三重銀行,8374,第一部,三十三フィナンシャルグループの完全子会社化,acquisition
2018-03-28,第三銀行,8529,第一部,三十三フィナンシャルグループの完全子会社化,acquisition
2018-03-28,関西アーバン銀行,8545,第一部,関西みらいフィナンシャルグループの完全子会社化,acquisition
2018-03-28,みなと銀行,8543,第一部,関西みらいフィナンシャルグループの完全子会社化,acquisition
2018-04-24,テクニカル電子,6716,JQスタンダード,株式等売渡請求による取得,acquisition
2018-04-25,ＵＣＳ,8787,JQスタンダード,ユニーの完全子会社化,acquisition
2018-05-08,川崎化成工業,4117,第二部,株式等売渡請求による取得,acquisition
2018-06-22,東栄リーファーライン,9133,JQスタンダード,株式の併合,acquisition
2018-06-27,石井工作研究所,6314,JQスタンダード,ＦＩＧの完全子会社化,acquisition
2018-06-27,モバイルクリエイト,3669,第一部,ＦＩＧの完全子会社化,acquisition
2018-06-27,シーシーエス,6669,JQスタンダード,オプテックスグループの完全子会社化,acquisition
2018-07-23,日本海洋掘削,1606,第一部,会社更生手続き,failure
2018-07-27,ジャパン・フード＆リカー・アライアンス,2538,第二部,ＪＦＬＡホールディングスの完全子会社化,acquisition
2018-07-30,東洋鋼鈑,5453,第一部,株式等売渡請求による取得,acquisition
2018-08-06,キタムラ,2719,第二部,株式等売渡請求による取得,acquisition
2018-08-29,ヤマダ・エスバイエルホーム,1919,第一部,ヤマダ電機の完全子会社化,acquisition
2018-08-29,新日本無線,6911,第一部,日清紡ホールディングスの完全子会社化,acquisition
2018-09-03,ソルガム・ジャパン・ホールディングス,6636,JQスタンダード,有価証券報告書提出遅延,other
2018-09-18,三信建設工業,1984,JQスタンダード,株式等売渡請求による取得,acquisition
2018-09-26,日本電通,1931,第二部,協和エクシオの完全子会社化,acquisition
2018-09-26,ＳＹＳＫＥＮ,1933,第二部,コムシスホールディングスの完全子会社化,acquisition
2018-09-26,ＴＴＫ,1935,第二部,ミライト・ホールディングスの完全子会社化,acquisition
2018-09-26,西部電気工業,1937,第一部,協和エクシオの完全子会社化,acquisition
2018-09-26,ＮＤＳ,1956,第一部,コムシスホールディングスの完全子会社化,acquisition
2018-09-26,北陸電話工事,1989,第二部,コムシスホールディングスの完全子会社化,acquisition
2018-09-26,サムシングホールディングス,1408,JQグロース,ITbookホールディングスの完全子会社化,acquisition
2018-09-26,日成ビルド工業,1916,第一部,スペースバリューホールディングスの完全子会社化,acquisition
2018-09-26,ブックオフコーポレーション,3313,第一部,ブックオフグループホールディングスの完全子会社化,acquisition
2018-09-26,サン・ライフ,4656,JQスタンダード,サン・ライフホールディングの完全子会社化,acquisition
2018-09-26,ＩＴｂｏｏｋ,3742,マザーズ,ITbookホールディングスの完全子会社化,acquisition
2018-09-26,みんなのウェディング,3685,マザーズ,くふうカンパニーの完全子会社化,acquisition
2018-09-26,さが美グループホールディングス,8201,第一部,株式の併合,acquisition
2018-09-26,北越銀行,8325,第一部,第四北越フィナンシャルグループの完全子会社化,acquisition
2018-09-26,第四銀行,8324,第一部,第四北越フィナンシャルグループの完全子会社化,acquisition
2018-09-26,総合メディカル,4775,第一部,総合メディカルホールディングスの完全子会社化,acquisition
2018-09-26,オウチーノ,6084,マザーズ,くふうカンパニーの完全子会社化,acquisition
2018-09-26,ゼニス羽田ホールディングス,5289,第二部,ベルテクスコーポレーションの完全子会社化,acquisition
2018-09-26,ダイヤモンド電機,6895,第二部,ダイヤモンドエレクトリックホールディングスの完全子会社化,acquisition
2018-10-12,三井ホーム,1868,第一部,株式等売渡請求による取得,acquisition
2018-10-12,アーバンライフ,8851,第二部,株式等売渡請求による取得,acquisition
2018-10-22,東武ストア,8274,第一部,株式等売渡請求による取得,acquisition
2018-10-26,Ｄ．Ａ．コンソーシアムホールディングス,6534,第二部,株式等売渡請求による取得,acquisition
2018-11-20,富士通コンポーネント,6719,第二部,株式の併合,acquisition
2018-11-27,エキサイト,3754,JQスタンダード,株式等売渡請求による取得,acquisition
2018-12-03,アメリカン・インターナショナル・グループ・インク,8685,第一部（外国株）,申請による上場廃止,other
2018-12-04,桑山,7889,JQスタンダード,株式等売渡請求による取得,acquisition
2018-12-26,ソルコム,1987,第二部,ミライト・ホールディングスの完全子会社化,acquisition
2018-12-26,アルパイン,6816,第一部,アルプスアルパインの完全子会社化,acquisition
2018-12-26,エルナー,6972,第二部,太陽誘電の完全子会社化,acquisition
2018-12-26,日新製鋼,5413,第一部,新日鐵住金の完全子会社化,acquisition
2019-01-08,エヌ・ティ・ティ都市開発,8933,第一部,株式等売渡請求による取得,acquisition
2019-01-22,大京,8840,第一部,株式等売渡請求による取得,acquisition
2019-01-25,ダイベア,6478,第二部,株式等売渡請求による取得,acquisition
2019-01-28,夢テクノロジー,2458,JQスタンダード,夢真ホールディングスの完全子会社化,acquisition
2019-02-01,アクリーティブ,8423,第一部,株式の併合,acquisition
2019-02-12,光製作所,8191,JQスタンダード,株式の併合,acquisition
2019-02-18,シベール,2228,JQスタンダード,民事再生手続き,failure
2019-02-26,ヒト・コミュニケーションズ,3654,第一部,ヒト・コミュニケーションズ・ホールディングスの完全子会社化,acquisition
2019-03-07,ＦＣＭ,5758,JQスタンダード,株式等売渡請求による取得,acquisition
2019-03-13,エナリス,6079,マザーズ,株式の併合,acquisition
2019-03-19,一六堂,3366,第一部,株式の併合,acquisition
2019-03-25,クラリオン,6796,第一部,株式等売渡請求による取得,acquisition
2019-03-27,昭和シェル石油,5002,第一部,出光興産の完全子会社化,acquisition
2019-03-27,十八銀行,8396,第一部,ふくおかフィナンシャルグループの完全子会社化,acquisition
2019-03-27,バイテックホールディングス,9957,第一部,レスターホールディングスに合併,acquisition
2019-03-27,パイオニア,6773,第一部,株式の併合,acquisition
2019-04-18,ベリサーブ,3724,第一部,株式等売渡請求による取得,acquisition
2019-04-18,ＪＩＥＣ,4291,第二部,株式等売渡請求による取得,acquisition
2019-04-22,シーズ・ホールディングス,4924,第一部,株式の併合,acquisition
2019-05-29,スター・マイカ,3230,第一部,スター・マイカ・ホールディングスの完全子会社化,acquisition
2019-06-18,エヌ・デーソフトウェア,3794,第二部,株式の併合,acquisition
2019-07-10,フーマイスターエレクトロニクス,3165,JQスタンダード,株式の併合,acquisition
2019-07-23,朝日工業,5456,JQスタンダード,株式の併合,acquisition
2019-07-30,図書印刷,7913,第一部,凸版印刷の完全子会社化,acquisition
2019-07-30,アピックヤマダ,6300,第二部,株式等売渡請求による取得,acquisition
2019-07-30,ＫＩホールディングス,6747,第二部,株式等売渡請求による取得,acquisition
2019-07-30,ジョリーパスタ,9899,第二部,ゼンショーホールディングスの完全子会社化,acquisition
2019-08-05,ユーシン,6985,第一部,株式の併合,acquisition
2019-08-23,日本ライトン,2703,JQスタンダード,株式等売渡請求による取得,acquisition
2019-08-29,薬王堂,3385,第一部,薬王堂ホールディングスの完全子会社化,acquisition
2019-08-29,カブドットコム証券,8703,第一部,株式の併合,acquisition
2019-08-29,理研グリーン,9992,JQスタンダード,クミアイ化学工業の完全子会社化,acquisition
2019-08-29,日本ビューホテル,6097,第一部,ヒューリックの完全子会社化,acquisition
2019-09-18,日東エフシー,4033,第一部,株式の併合,acquisition
2019-09-27,やまねメディカル,2144,JQグロース,SIホールディングスの完全子会社化,acquisition
2019-09-27,田淵電機,6624,第一部,ダイヤモンドエレクトリックホールディングスの完全子会社化,acquisition
2019-10-03,アフラック・インコーポレーテッド,8686,第一部（外国株）,申請による上場廃止,other
2019-11-01,花月園観光,9674,第二部,時価総額が所要額未満,other
2019-11-07,青木あすなろ建設,1865,第一部,株式等売渡請求による取得,acquisition
2019-11-08,ポラテクノ,4239,JQスタンダード,株式等売渡請求による取得,acquisition
2019-12-23,シャクリー・グローバル・グループ,8205,JQスタンダード,株式の併合,acquisition
2019-12-30,ミサワホーム,1722,第一部,トヨタホーム（非上場）の完全子会社化,acquisition
2020-01-07,リーバイ・ストラウス　ジャパン,9836,JQスタンダード,株式等売渡請求による取得,acquisition
2020-01-09,デファクトスタンダード,3545,第一部,BEENOSの完全子会社化,acquisition
2020-01-21,Ｍｉｎｏｒｉソリューションズ,3822,第一部,株式等売渡請求による取得,acquisition
2020-01-23,マジェスティ ゴルフ,7834,JQスタンダード,株式の併合,acquisition
2020-01-27,東芝プラントシステム,1983,第一部,株式等売渡請求による取得,acquisition
2020-02-18,ココスジャパン,9943,JQスタンダード,日本レストランホールディングス（非上場）の完全子会社化,acquisition
2020-02-27,西芝電機,6591,第二部,株式等売渡請求による取得,acquisition
2020-02-27,田辺三菱製薬,4508,第一部,株式等売渡請求による取得,acquisition
2020-02-27,創通,3711,JQスタンダード,株式の併合,acquisition
2020-02-27,マックスバリュ北海道,7465,JQスタンダード,イオン北海道に合併,acquisition
2020-02-27,マックスバリュ東北,2655,第二部,イオンの完全子会社化,acquisition
2020-03-09,ＦＵＪＩＫＯＨ,2405,第二部,株式の併合,acquisition
2020-03-16,ＵＭＮファーマ,4585,マザーズ,株式の併合,acquisition
2020-03-17,カネヨウ,3209,第二部,株式の併合,acquisition
2020-03-18,パルコ,8251,第一部,株式等売渡請求による取得,acquisition
2020-03-26,マイスターエンジニアリング,4695,第二部,株式の併合,acquisition
2020-03-27,細田工務店,1906,JQスタンダード,株式の併合,acquisition
2020-03-29,小島鉄工所,6112,第二部,時価総額が所要額未満,other
2020-03-30,エクセル,7591,第一部,シティインデックスイレブンス（非上場）の完全子会社化,acquisition
2020-03-30,エー・ディー・ワークス,3250,第一部,ＡＤワークスグループの完全子会社化,acquisition
2020-03-30,ニューフレアテクノロジー,6256,JQスタンダード,株式の併合,acquisition
2020-04-15,ＪＥＵＧＩＡ,9826,第二部,株式等売渡請求による取得,acquisition
2020-04-17,総合メディカルホールディングス,9277,第一部,株式等売渡請求による取得,acquisition
2020-04-20,昭和飛行機工業,7404,第二部,株式等売渡請求による取得,acquisition
2020-05-18,日立ハイテク,8036,第一部,株式等売渡請求による取得,acquisition
2020-05-25,ヤマハモーターロボティクスホールディングス,6274,第一部,株式等売渡請求による取得,acquisition
2020-06-01,ツヴァイ,2417,第二部,株式等売渡請求による取得,acquisition
2020-06-02,豆蔵ホールディングス,3756,第一部,株式の併合,acquisition
2020-06-05,オーデリック,6889,JQスタンダード,株式の併合,acquisition
2020-06-16,レナウン,3606,第一部,公益・投資者保護（民事再生手続き開始の決定）,failure
2020-06-18,大都魚類,8044,第二部,株式等売渡請求による取得,acquisition
2020-06-18,ユニゾホールディングス,3258,第一部,株式の併合,acquisition
2020-06-19,日立化成,4217,第一部,株式の併合,acquisition
2020-06-29,ラ・アトレ,8885,JQグロース,ＬＡホールディングスの完全子会社化,acquisition
2020-07-10,日本ユピカ,7891,JQスタンダード,株式の併合,acquisition
2020-07-28,ミヤコ,3424,JQスタンダード,株式の併合,acquisition
2020-07-29,だいこう証券ビジネス,8692,第一部,株式等売渡請求による取得,acquisition
2020-07-30,アーク,7873,第一部,三井化学の完全子会社化,acquisition
2020-08-26,ライクキッズ,6065,第一部,株式等売渡請求による取得,acquisition
2020-08-28,マックスバリュ九州,3171,JQスタンダード,イオン九州に合併,acquisition
2020-08-31,ソニーフィナンシャルホールディングス,8729,第一部,株式等売渡請求による取得,acquisition
2020-09-25,ボーソー油脂,2608,第二部,株式の併合,acquisition
2020-09-29,インヴァスト証券,8709,JQスタンダード,インヴァストの完全子会社化,acquisition
2020-09-29,広島銀行,8379,第一部,ひろぎんホールディングスの完全子会社化,acquisition
2020-09-29,アイペット損害保険,7323,マザーズ,アイペットホールディングスの完全子会社化,acquisition
2020-10-03,Ｎｕｔｓ,7612,JQスタンダード,公益・投資者保護（破産手続き開始の決定）,failure
2020-10-20,ＬＩＸＩＬビバ,3564,第一部,株式の併合,acquisition
2020-10-28,川澄化学工業,7703,第二部,株式等売渡請求による取得,acquisition
2020-11-05,ニチイ学館,9792,第一部,株式の併合,acquisition
2020-11-11,ショーワ,7274,第一部,株式等売渡請求による取得,acquisition
2020-11-11,日信工業,7230,第一部,株式等売渡請求による取得,acquisition
2020-11-11,ケーヒン,7251,第一部,株式等売渡請求による取得,acquisition
2020-11-12,ファミリーマート,8028,第一部,株式の併合,acquisition
2020-11-27,アプラスフィナンシャル,8589,第一部,株式等売渡請求による取得,acquisition
2020-12-24,富士通フロンテック,6945,第二部,株式の併合,acquisition
2020-12-25,NTTドコモ,9437,第一部,株式等売渡請求による取得,acquisition
2020-12-29,ＬＩＮＥ,3938,第一部,株式の併合,acquisition
2021-01-06,キリン堂ホールディングス,3194,第一部,株式の併合,acquisition
2021-01-13,医学生物学研究所,4557,JQスタンダード,株式等売渡請求による取得,acquisition
2021-01-19,ソフトブレーン,4779,第一部,株式の併合,acquisition
2021-01-28,エイアンドティー,6722,JQスタンダード,トクヤマの完全子会社化,acquisition
2021-02-12,プラマテルズ,2714,JQスタンダード,株式等売渡請求による取得,acquisition
2021-02-17,川金ホールディングス,5614,第二部,株式の併合,acquisition
2021-03-17,ケネディクス,4321,第一部,株式の併合,acquisition
2021-03-22,テクノ・セブン,6852,JQスタンダード,株式等売渡請求による取得,acquisition
2021-03-22,アンドール,4640,JQスタンダード,株式等売渡請求による取得,acquisition
2021-03-22,アイレックス,6944,JQスタンダード,株式等売渡請求による取得,acquisition
2021-03-23,よみうりランド,9671,第一部,株式の併合,acquisition
2021-03-24,島忠,8184,第一部,株式の併合,acquisition
2021-03-25,山陽百貨店,8257,JQスタンダード,株式等売渡請求による取得,acquisition
2021-03-30,夢真ホールディングス,2362,JQスタンダード,夢真ビーネックスグループに合併,acquisition
2021-03-30,関西みらいフィナンシャルグループ,7321,第一部,りそなホールディングスの完全子会社化,acquisition
2021-03-30,ジェコー,7768,第二部,デンソーの完全子会社化,acquisition
2021-03-30,日立キャピタル,8586,第一部,三菱ＵＦＪリースに合併,acquisition
2021-03-30,ワンダーコーポレーション,3344,JQスタンダード,REXTの完全子会社化,acquisition
2021-03-30,あすか製薬,4514,第一部,あすか製薬ホールディングスの完全子会社化,acquisition
2021-03-30,ＯＳＪＢホールディングス,5912,第一部,オリエンタル白石に合併,acquisition
2021-03-30,アクトコール,6064,マザーズ,シック・ホールディングスの完全子会社化,acquisition
2021-03-30,ＬＩＴＡＬＩＣＯ,6187,第一部,LITALICOメディア＆ソリューションズの完全子会社化,acquisition
2021-03-30,ジーンズメイト,7448,第一部,REXTの完全子会社化,acquisition
2021-03-30,ＨＡＰｉＮＳ,7577,JQスタンダード,REXTの完全子会社化,acquisition
2021-03-30,沢井製薬,4555,第一部,サワイグループホールディングスの完全子会社化,acquisition
2021-04-23,東京ドーム,9681,第一部,株式の併合,acquisition
2021-04-26,日本フォームサービス,7869,JQスタンダード,株式の併合,acquisition
2021-04-26,ジャパンシステム,9758,JQスタンダード,株式の併合,acquisition
2021-05-24,常磐開発,1782,JQスタンダード,株式の併合,acquisition
2021-05-28,ながの東急百貨店,9829,JQスタンダード,東急の完全子会社化,acquisition
2021-05-28,ダイナックホールディングス,2675,第二部,株式等売渡請求による取得,acquisition
2021-06-07,ビーイング,4734,JQスタンダード,株式の併合,acquisition
2021-06-10,ユニマット　リタイアメント・コミュニティ,9707,JQスタンダード,株式の併合,acquisition
2021-06-17,ツクイホールディングス,2398,第一部,株式の併合,acquisition
2021-06-18,Ｎ・フィールド,6077,第一部,株式の併合,acquisition
2021-06-28,ワタベウェディング,4696,第一部,株式の併合・破産手続、再生手続又は更生手続に準ずる状態（債務免除）,failure
2021-06-29,マーキュリアインベストメント,7190,第一部,マーキュリアホールディングスの完全子会社化,acquisition
2021-06-29,リファインバース,6531,マザーズ,リファインバースグループの完全子会社化,acquisition
2021-06-29,電算システム,3630,第一部,電算システムホールディングスの完全子会社化,acquisition
2021-06-30,イグニス,3689,マザーズ,株式の併合,acquisition
2021-07-12,大日本コンサルタント,9797,第二部,DNホールディングスの完全子会社化,acquisition
2021-07-20,新内外綿,3125,第二部,シキボウの完全子会社化,acquisition
2021-07-21,昭光通商,8090,第一部,株式の併合,acquisition
2021-07-26,五洋インテックス,7519,JQスタンダード,内部管理体制等の改善がなされず改善の見込みがなくなったと当取引所が認める場合,failure
2021-07-28,ミサワホーム中国,1728,JQスタンダード,株式等売渡請求による取得,acquisition
2021-07-28,ビオフェルミン製薬,4517,第一部,大正製薬ホールディングスの完全子会社化,acquisition
2021-07-28,ニッパンレンタル,4669,JQスタンダード,株式の併合,acquisition
2021-07-29,エス・ディー・エス　バイオテック,4952,第二部,出光興産の完全子会社化,acquisition
2021-07-29,ファミリー,8298,JQスタンダード,株式等売渡請求による取得,acquisition
2021-07-29,明星電気,6709,第二部,ＩＨＩの完全子会社化,acquisition
2021-07-29,川重冷熱工業,6414,JQスタンダード,川崎重工業の完全子会社化,acquisition
2021-08-01,オンキヨーホームエンターテイメント,6628,JQスタンダード,債務超過,failure
2021-08-26,船井電機,6839,第一部,株式の併合,acquisition
2021-08-30,フジコー,3515,JQスタンダード,日本毛織の完全子会社化,acquisition
2021-08-30,大塚家具,8186,JQスタンダード,ヤマダホールディングスの完全子会社化,acquisition
2021-08-31,ＰＡＬＴＥＫ,7587,第二部,株式の併合,acquisition
2021-09-14,オリバー,7959,第一部,株式等売渡請求による取得,acquisition
2021-09-14,本州化学工業,4115,第二部,株式の併合,acquisition
2021-09-17,ＥＰＳホールディングス,4282,第一部,株式の併合,acquisition
2021-09-27,日本アジアグループ,3751,第一部,株式の併合,acquisition
2021-09-28,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ,3975,第一部,株式の併合,acquisition
2021-09-29,ココカラファイン,3098,第一部,マツキヨココカラ＆カンパニーの完全子会社化,acquisition
2021-09-29,前田建設工業,1824,第一部,インフロニア・ホールディングスの完全子会社化,acquisition
2021-09-29,前田道路,1883,第一部,インフロニア・ホールディングスの完全子会社化,acquisition
2021-09-29,タケエイ,2151,第一部,TREホールディングスの完全子会社化,acquisition
2021-09-29,マナック,4364,第二部,マナック・ケミカル・パートナーズの完全子会社化,acquisition
2021-09-29,くふうカンパニー （2021年9月30日付で（株）くふう中間持株会社に商号変更予定）,4399,マザーズ,くふうカンパニーの完全子会社化,acquisition
2021-09-29,ロコガイド,4497,マザーズ,くふうカンパニーの完全子会社化,acquisition
2021-09-29,リバーホールディングス,5690,第二部,TREホールディングスの完全子会社化,acquisition
2021-09-29,ヤマエ久野,8108,第一部,ヤマエグループホールディングスの完全子会社化,acquisition
2021-09-29,マルカ,7594,第一部,フルサト・マルカホールディングスの完全子会社化,acquisition
2021-09-29,前田製作所,6281,JQスタンダード,インフロニア・ホールディングスの完全子会社化,acquisition
2021-09-29,長大,9624,第一部,人・夢・技術グループの完全子会社化,acquisition
2021-09-29,一家ダイニングプロジェクト,9266,第一部,一家ホールディングスの完全子会社化,acquisition
2021-09-29,沖縄銀行,8397,第一部,おきなわフィナンシャルグループの完全子会社化,acquisition
2021-09-29,十六銀行,8356,第一部,十六フィナンシャルグループの完全子会社化,acquisition
2021-09-29,フルサト工業,8087,第一部,フルサト・マルカホールディングスの完全子会社化,acquisition
2021-09-29,ミアヘルサ,7688,JQスタンダード,ミアヘルサホールディングスの完全子会社化,acquisition
2021-09-29,北國銀行,8363,第一部,北國フィナンシャルホールディングスの完全子会社化,acquisition
2021-10-28,セコム上信越,4342,第二部,セコムの完全子会社化,acquisition
2021-10-28,神鋼環境ソリューション,6299,第二部,神戸製鋼所の完全子会社化,acquisition
2021-11-02,ＧＣＡ,2174,第一部,株式等売渡請求による取得,acquisition
2021-12-03,愛光電気,9909,JQスタンダード,株式の併合,acquisition
2021-12-10,サカイオーベックス,3408,第一部,株式の併合,acquisition
2021-12-29,藤久,9966,第一部,藤久ホールディングスの完全子会社化,acquisition
2021-12-29,日本通運,9062,第一部,NIPPON EXPRESSホールディングスの完全子会社化,acquisition
2022-01-13,カーディナル,7855,JQグロース,株式の併合,acquisition
2022-01-18,オンリー,3376,第一部,株式の併合,acquisition
2022-02-02,イーブックイニシアティブジャパン,3658,第一部,株式の併合,acquisition
2022-02-08,ヒューマン・アソシエイツ・ホールディングス,6575,マザーズ,株式等売渡請求による取得,acquisition
2022-02-14,ニッセイ,6271,第二部,株式等売渡請求による取得,acquisition
2022-02-17,フジトミ証券,8740,JQスタンダード,小林洋行の完全子会社化,acquisition
2022-02-24,クリエアナブキ,4336,JQスタンダード,株式等売渡請求による取得,acquisition
2022-02-25,マックスバリュ西日本,8287,第二部,フジの完全子会社化,acquisition
2022-02-25,トッパン・フォームズ,7862,第一部,株式等売渡請求による取得,acquisition
2022-02-25,国際チャート,3956,JQスタンダード,ナカバヤシの完全子会社化,acquisition
2022-02-28,グレイステクノロジー,6541,第一部,四半期報告書提出遅延,other
2022-02-28,宇徳,9358,第一部,株式等売渡請求による取得,acquisition
2022-03-11,鴨川グランドホテル,9695,JQスタンダード,株式の併合,acquisition
2022-03-16,セコニック,7758,第二部,株式の併合,acquisition
2022-03-23,日本アセットマーケティング,8922,マザーズ,株式等売渡請求による取得,acquisition
2022-03-23,三井金属エンジニアリング,1737,第二部,株式等売渡請求による取得,acquisition
2022-03-28,ＲＥＸＴ,7697,JQスタンダード,株式の併合,acquisition
2022-03-29,イソライト工業,5358,第一部,株式等売渡請求による取得,acquisition
2022-03-29,スペースバリューホールディングス,1448,第一部,株式の併合,acquisition
2022-03-29,東京貴宝,7597,JQスタンダード,株式の併合,acquisition
2022-03-29,ＮＩＰＰＯ,1881,第一部,株式の併合,acquisition
2022-03-30,みちのく銀行,8350,第一部,プロクレアホールディングスの完全子会社化,acquisition
2022-03-30,青森銀行,8342,第一部,プロクレアホールディングスの完全子会社化,acquisition
2022-03-30,ホロン,7748,JQスタンダード,Ａ＆Ｄホロンホールディングスの完全子会社化,acquisition
2022-03-30,Ｎｅｘｕｓ　Ｂａｎｋ,4764,JQグロース,Ｊトラストの完全子会社化,acquisition
2022-04-12,シック・ホールディングス,7365,グロース,株式等売渡請求による取得,acquisition
2022-04-19,ツクイスタッフ,7045,スタンダード,株式等売渡請求による取得,acquisition
2022-04-25,ヒノキヤグループ,1413,プライム,ヤマダホールディングスの完全子会社化,acquisition
2022-04-26,互応化学工業,4962,スタンダード,株式等売渡請求による取得,acquisition
2022-04-26,ダイビル,8806,スタンダード,株式の併合,acquisition
2022-04-28,コンテック,6639,スタンダード,株式等売渡請求による取得,acquisition
2022-05-06,佐渡汽船,9176,スタンダード,株式の併合,acquisition
2022-05-09,ソウルドアウト,6553,プライム,株式等売渡請求による取得,acquisition
2022-05-19,ホウスイ,1352,スタンダード,株式等売渡請求による取得,acquisition
2022-05-27,ウチダエスコ,4699,スタンダード,株式の併合,acquisition
2022-05-30,川崎近海汽船,9179,スタンダード,川崎汽船の完全子会社化,acquisition
2022-05-30,バリューデザイン,3960,グロース,アララの完全子会社化,acquisition
2022-06-02,ＪＡＬＵＸ,2729,スタンダード,株式の併合,acquisition
2022-06-07,アルテ　サロン　ホールディングス,2406,スタンダード,株式の併合,acquisition
2022-06-16,アイ・オー・データ機器,6916,スタンダード,株式の併合,acquisition
2022-07-13,ＮＦＣホールディングス,7169,スタンダード,株式等売渡請求による取得,acquisition
2022-07-15,サコス,9641,スタンダード,株式等売渡請求による取得,acquisition
2022-07-21,オーケー食品工業,2905,スタンダード,ニップンの完全子会社化,acquisition
2022-07-27,チヨダウーテ,5387,スタンダード,株式等売渡請求による取得,acquisition
2022-07-28,コマニー,7945,スタンダード,株式等売渡請求による取得,acquisition
2022-07-28,ＪＦＥコンテイナー,5907,スタンダード,ＪＦＥスチール（非上場）の完全子会社化,acquisition
2022-07-28,セメダイン,4999,スタンダード,カネカの完全子会社化,acquisition
